,age_band_of_driver,vehicle_type,age_of_vehicle,weather_conditions,day_of_week,road_surface_conditions,light_conditions,sex_of_driver,season,speed_limit,accident_seriousness
13647,16-25,Car,4,Mud,Wednesday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13648,16-25,Car,4,Mud,Tuesday,Wet or damp,Daylight,Female,Winter,30,Not Serious
13649,16-25,Car,4,Mud,Tuesday,Wet or damp,Daylight,Female,Winter,30,Not Serious
13650,16-25,Car,4,Mud,Wednesday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
13651,16-25,Car,4,Raining + high winds,Monday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13652,16-25,Car,4,Raining + high winds,Thursday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13653,16-25,Car,4,Raining + high winds,Monday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
13654,16-25,Car,4,Raining + high winds,Thursday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
13655,16-25,Car,4,Raining + high winds,Friday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
13656,16-25,Car,4,Raining + high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13657,16-25,Car,4,Raining + high winds,Friday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
13658,16-25,Car,4,Raining + high winds,Friday,Wet or damp,Daylight,Female,Autumn,60,Not Serious
13659,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
13660,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13661,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13662,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13663,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13664,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Winter,30,Not Serious
13665,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13666,16-25,Motorcycle,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Winter,30,Not Serious
13667,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
13668,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13669,16-25,Motorcycle,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13670,16-25,Motorcycle,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13671,16-25,Motorcycle,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13672,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13673,16-25,Motorcycle,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13674,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13675,16-25,Motorcycle,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13676,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Winter,60,Not Serious
13677,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Winter,30,Not Serious
13678,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13679,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
13680,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
13681,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
13682,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13683,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13684,16-25,Motorcycle,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Winter,30,Not Serious
13685,16-25,Motorcycle,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13686,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13687,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Winter,30,Not Serious
13688,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13689,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13690,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13691,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13692,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,40,Not Serious
13693,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
13694,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Winter,60,Not Serious
13695,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Autumn,50,Not Serious
13696,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,70,Not Serious
13697,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13698,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Winter,60,Not Serious
13699,16-25,Motorcycle,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13700,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13701,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
13702,16-25,Goods Vehicle,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
13703,16-25,Car,4,Raining no high winds,Sunday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
13704,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Summer,30,Not Serious
13705,16-25,Goods Vehicle,4,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
13706,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Winter,40,Not Serious
13707,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Winter,30,Not Serious
13708,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13709,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
13710,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Summer,50,Not Serious
13711,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Winter,30,Not Serious
13712,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Winter,30,Not Serious
13713,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Rainy,50,Not Serious
13714,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13715,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13716,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Winter,70,Not Serious
13717,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
13718,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Female,Winter,70,Not Serious
13719,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13720,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13721,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
13722,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
13723,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Winter,50,Not Serious
13724,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13725,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Female,Autumn,70,Not Serious
13726,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
13727,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13728,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,40,Not Serious
13729,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Summer,50,Not Serious
13730,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Winter,70,Not Serious
13731,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
13732,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13733,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13734,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
13735,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13736,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Winter,30,Not Serious
13737,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13738,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Winter,40,Not Serious
13739,16-25,Car,4,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Rainy,50,Not Serious
13740,16-25,Car,4,Raining no high winds,Monday,Wet or damp,Daylight,Female,Rainy,40,Not Serious
13741,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13742,16-25,Car,4,Raining no high winds,Wednesday,Wet or damp,Daylight,Female,Winter,70,Not Serious
13743,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Summer,40,Not Serious
13744,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
13745,16-25,Car,4,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
13746,16-25,Car,4,Raining no high winds,Friday,Wet or damp,Daylight,Female,Rainy,40,Not Serious
13747,16-25,Car,4,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,30,Not Serious
13748,16-25,Car,4,Snowing no high winds,Saturday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
13749,16-25,Car,4,Snowing no high winds,Saturday,Wet or damp,Daylight,Male,Summer,60,Not Serious
13750,16-25,Car,4,Snowing no high winds,Wednesday,Snow,Daylight,Male,Winter,30,Not Serious
13751,16-25,Car,4,Snowing no high winds,Wednesday,Frost or ice,Daylight,Male,Winter,30,Not Serious
13752,16-25,Car,4,Snowing no high winds,Friday,Snow,Daylight,Female,Winter,40,Not Serious
13753,16-25,Car,4,Snowing no high winds,Tuesday,Frost or ice,Daylight,Female,Winter,70,Not Serious
13754,16-25,Car,4,Snowing no high winds,Friday,Snow,Daylight,Female,Winter,70,Not Serious
13755,16-25,Car,4,Fog or mist,Saturday,Dry,Daylight,Male,Autumn,30,Not Serious
13756,16-25,Car,4,Fog or mist,Saturday,Dry,Daylight,Male,Summer,30,Not Serious
13757,16-25,Motorcycle,4,Fog or mist,Sunday,Dry,Daylight,Male,Autumn,50,Not Serious
13758,16-25,Car,4,Fog or mist,Tuesday,Dry,Daylight,Male,Autumn,30,Not Serious
13759,16-25,Motorcycle,4,Fog or mist,Tuesday,Dry,Daylight,Male,Winter,30,Not Serious
13760,16-25,Car,4,Fog or mist,Saturday,Dry,Daylight,Male,Rainy,30,Not Serious
13761,16-25,Car,4,Fog or mist,Tuesday,Dry,Daylight,Female,Autumn,30,Not Serious
13762,16-25,Car,4,Fog or mist,Friday,Dry,Daylight,Female,Winter,30,Not Serious
13763,16-25,Car,4,Fog or mist,Monday,Dry,Daylight,Female,Summer,30,Not Serious
13764,16-25,Car,4,Fine + high winds,Thursday,Wet or damp,Darkness - lights lit,Female,Autumn,60,Not Serious
13765,16-25,Motorcycle,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13766,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13767,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Autumn,60,Not Serious
13768,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13769,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13770,16-25,Car,4,Fine no high winds,Saturday,Frost or ice,Darkness - lights lit,Male,Rainy,30,Not Serious
13771,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Summer,30,Not Serious
13772,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,70,Not Serious
13773,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Summer,50,Not Serious
13774,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,40,Not Serious
13775,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13776,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,40,Not Serious
13777,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Summer,60,Not Serious
13778,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Autumn,40,Not Serious
13779,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Rainy,70,Not Serious
13780,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13781,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13782,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Winter,50,Not Serious
13783,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13784,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,30,Not Serious
13785,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13786,16-25,Motorcycle,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13787,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13788,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13789,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13790,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13791,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13792,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13793,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Winter,40,Not Serious
13794,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13795,16-25,Goods Vehicle,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13796,16-25,Car,4,Fine no high winds,Monday,Wet or damp,Darkness - lights lit,Male,Summer,60,Not Serious
13797,16-25,Motorcycle,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13798,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13799,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13800,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13801,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13802,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13803,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Summer,60,Not Serious
13804,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Summer,40,Not Serious
13805,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,50,Not Serious
13806,16-25,Car,4,Fine no high winds,Saturday,Frost or ice,Darkness - lights lit,Male,Winter,30,Not Serious
13807,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Rainy,70,Not Serious
13808,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Rainy,50,Not Serious
13809,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Summer,40,Not Serious
13810,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,70,Not Serious
13811,16-25,Motorcycle,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13812,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,40,Not Serious
13813,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13814,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,60,Not Serious
13815,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13816,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Summer,30,Not Serious
13817,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13818,16-25,Motorcycle,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13819,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13820,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13821,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13822,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13823,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13824,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13825,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Winter,40,Not Serious
13826,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13827,16-25,Goods Vehicle,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13828,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13829,16-25,Bus,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13830,16-25,Motorcycle,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13831,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13832,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13833,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13834,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13835,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13836,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13837,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13838,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13839,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13840,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13841,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,60,Not Serious
13842,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13843,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Summer,50,Not Serious
13844,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,60,Not Serious
13845,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13846,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13847,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Summer,40,Not Serious
13848,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,50,Not Serious
13849,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13850,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Autumn,50,Not Serious
13851,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13852,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13853,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13854,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13855,16-25,Goods Vehicle,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Summer,60,Not Serious
13856,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Summer,60,Not Serious
13857,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13858,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13859,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13860,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13861,16-25,Car,4,Fine no high winds,Wednesday,Snow,Darkness - lights lit,Male,Winter,70,Not Serious
13862,16-25,Car,4,Fine no high winds,Tuesday,Wet or damp,Darkness - lights lit,Male,Winter,40,Not Serious
13863,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13864,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13865,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Male,Autumn,30,Not Serious
13866,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Autumn,40,Not Serious
13867,16-25,Car,4,Fine no high winds,Monday,Frost or ice,Darkness - lights lit,Male,Autumn,30,Not Serious
13868,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13869,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Autumn,30,Not Serious
13870,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13871,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,30,Not Serious
13872,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Winter,70,Not Serious
13873,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13874,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Male,Summer,30,Not Serious
13875,16-25,Car,4,Fine no high winds,Thursday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13876,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13877,16-25,Car,4,Fine no high winds,Tuesday,Dry,Darkness - lights lit,Male,Rainy,40,Not Serious
13878,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Autumn,70,Not Serious
13879,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13880,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13881,16-25,Car,4,Fine no high winds,Friday,Dry,Darkness - lights lit,Male,Winter,30,Not Serious
13882,16-25,Car,4,Fine no high winds,Wednesday,Wet or damp,Darkness - lights lit,Male,Winter,30,Not Serious
13883,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Female,Winter,30,Not Serious
13884,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13885,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13886,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13887,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Winter,30,Not Serious
13888,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Rainy,60,Not Serious
13889,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Rainy,30,Not Serious
13890,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13891,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13892,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13893,16-25,Car,4,Fine no high winds,Sunday,Wet or damp,Darkness - lights lit,Female,Winter,70,Not Serious
13894,16-25,Car,4,Fine no high winds,Saturday,Wet or damp,Darkness - lights lit,Female,Winter,30,Not Serious
13895,16-25,Car,4,Fine no high winds,Friday,Wet or damp,Darkness - lights lit,Female,Summer,30,Not Serious
13896,16-25,Car,4,Fine no high winds,Thursday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13897,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13898,16-25,Car,4,Fine no high winds,Monday,Dry,Darkness - lights lit,Female,Rainy,30,Not Serious
13899,16-25,Car,4,Fine no high winds,Wednesday,Dry,Darkness - lights lit,Female,Rainy,60,Not Serious
13900,16-25,Car,4,Fine no high winds,Saturday,Dry,Darkness - lights lit,Female,Summer,30,Not Serious
13901,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
13902,16-25,Car,4,Fine no high winds,Sunday,Dry,Darkness - lights lit,Female,Autumn,30,Not Serious
